season,date,home,away,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
1980/81,1981-04-05,FC Barcelona,Real Valladolid,2,1,,,,,,,,,,,,,,
1980/81,1981-04-05,Hercules CF,AD Almeria,1,0,,,,,,,,,,,,,,
1980/81,1981-04-05,Real Betis,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1980/81,1981-04-05,Real Sociedad,Sevilla FC,3,0,,,,,,,,,,,,,,
1980/81,1981-04-05,Valencia CF,Sporting Gijon,3,1,,,,,,,,,,,,,,
1980/81,1981-04-12,AD Almeria,FC Barcelona,2,5,,,,,,,,,,,,,,
1980/81,1981-04-12,Athletic Bilbao,Hercules CF,5,3,,,,,,,,,,,,,,
1980/81,1981-04-12,Espanyol Barcelona,UD Las Palmas,3,1,,,,,,,,,,,,,,
1980/81,1981-04-12,Real Madrid,Real Zaragoza,2,0,,,,,,,,,,,,,,
1980/81,1981-04-12,Real Murcia,Real Sociedad,0,2,,,,,,,,,,,,,,
1980/81,1981-04-12,Real Valladolid,UD Salamanca,3,0,,,,,,,,,,,,,,
1980/81,1981-04-12,Sevilla FC,Real Betis,2,1,,,,,,,,,,,,,,
1980/81,1981-04-12,Sporting Gijon,CA Osasuna,5,1,,,,,,,,,,,,,,
1980/81,1981-04-12,Valencia CF,Atletico Madrid,1,1,,,,,,,,,,,,,,
1980/81,1981-04-19,CA Osasuna,Valencia CF,2,0,,,,,,,,,,,,,,
1980/81,1981-04-19,FC Barcelona,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1980/81,1981-04-19,Hercules CF,Sevilla FC,5,1,,,,,,,,,,,,,,
1980/81,1981-04-19,Real Betis,Real Murcia,1,0,,,,,,,,,,,,,,
1980/81,1981-04-19,Real Madrid,Atletico Madrid,2,0,,,,,,,,,,,,,,
1980/81,1981-04-19,Real Sociedad,Espanyol Barcelona,2,1,,,,,,,,,,,,,,
1980/81,1981-04-19,Real Zaragoza,Real Valladolid,1,1,,,,,,,,,,,,,,
1980/81,1981-04-19,UD Las Palmas,Sporting Gijon,3,1,,,,,,,,,,,,,,
1980/81,1981-04-19,UD Salamanca,AD Almeria,2,1,,,,,,,,,,,,,,
1980/81,1981-04-25,Athletic Bilbao,UD Salamanca,6,1,,,,,,,,,,,,,,
1980/81,1981-04-26,AD Almeria,Real Zaragoza,3,1,,,,,,,,,,,,,,
1980/81,1981-04-26,Atletico Madrid,CA Osasuna,0,0,,,,,,,,,,,,,,
1980/81,1981-04-26,Espanyol Barcelona,Real Betis,1,2,,,,,,,,,,,,,,
1980/81,1981-04-26,Real Murcia,Hercules CF,2,2,,,,,,,,,,,,,,
1980/81,1981-04-26,Real Valladolid,Real Madrid,1,3,,,,,,,,,,,,,,
1980/81,1981-04-26,Sevilla FC,FC Barcelona,1,1,,,,,,,,,,,,,,
1980/81,1981-04-26,Sporting Gijon,Real Sociedad,2,2,,,,,,,,,,,,,,
1980/81,1981-04-26,Valencia CF,UD Las Palmas,3,1,,,,,,,,,,,,,,
1981/82,1981-09-19,Atletico Madrid,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1981/82,1981-09-20,CD Castellon,UD Las Palmas,1,1,,,,,,,,,,,,,,
1981/82,1981-09-20,FC Barcelona,Cadiz CF,4,0,,,,,,,,,,,,,,
1981/82,1981-09-20,Hercules CF,Espanyol Barcelona,2,0,,,,,,,,,,,,,,
1981/82,1981-09-20,Racing Santander,Real Betis,2,1,,,,,,,,,,,,,,
1981/82,1981-09-20,Real Sociedad,Real Madrid,3,1,,,,,,,,,,,,,,
1981/82,1981-09-20,Real Valladolid,Sporting Gijon,2,1,,,,,,,,,,,,,,
1981/82,1981-09-20,Real Zaragoza,Valencia CF,2,0,,,,,,,,,,,,,,
1981/82,1981-09-20,Sevilla FC,CA Osasuna,2,3,,,,,,,,,,,,,,
1981/82,1981-09-26,Athletic Bilbao,Sevilla FC,2,0,,,,,,,,,,,,,,
1981/82,1981-09-26,Real Madrid,Atletico Madrid,2,1,,,,,,,,,,,,,,
1981/82,1981-09-26,UD Las Palmas,FC Barcelona,2,1,,,,,,,,,,,,,,
1981/82,1981-09-26,Valencia CF,Real Valladolid,3,0,,,,,,,,,,,,,,
1981/82,1981-09-27,CA Osasuna,Hercules CF,3,1,,,,,,,,,,,,,,
1981/82,1981-09-27,Cadiz CF,Racing Santander,1,0,,,,,,,,,,,,,,
1981/82,1981-09-27,Espanyol Barcelona,Real Zaragoza,0,1,,,,,,,,,,,,,,
1981/82,1981-09-27,Real Betis,Real Sociedad,0,1,,,,,,,,,,,,,,
1981/82,1981-09-27,Sporting Gijon,CD Castellon,1,0,,,,,,,,,,,,,,
1981/82,1981-10-03,FC Barcelona,Sporting Gijon,1,0,,,,,,,,,,,,,,
1981/82,1981-10-04,Atletico Madrid,Real Betis,1,0,,,,,,,,,,,,,,
1981/82,1981-10-04,Hercules CF,Athletic Bilbao,3,1,,,,,,,,,,,,,,
1981/82,1981-10-04,Racing Santander,UD Las Palmas,3,1,,,,,,,,,,,,,,
1981/82,1981-10-04,Real Sociedad,Cadiz CF,3,0,,,,,,,,,,,,,,
1981/82,1981-10-04,Real Valladolid,CD Castellon,2,0,,,,,,,,,,,,,,
1981/82,1981-10-04,Real Zaragoza,CA Osasuna,1,1,,,,,,,,,,,,,,
1981/82,1981-10-04,Sevilla FC,Real Madrid,0,0,,,,,,,,,,,,,,
1981/82,1981-10-04,Valencia CF,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1981/82,1981-10-07,CA Osasuna,Valencia CF,2,1,,,,,,,,,,,,,,
1981/82,1981-10-07,CD Castellon,FC Barcelona,1,6,,,,,,,,,,,,,,
1981/82,1981-10-07,Cadiz CF,Atletico Madrid,1,0,,,,,,,,,,,,,,
1981/82,1981-10-07,Espanyol Barcelona,Real Valladolid,3,1,,,,,,,,,,,,,,
1981/82,1981-10-07,Real Betis,Sevilla FC,2,0,,,,,,,,,,,,,,
1981/82,1981-10-07,Real Madrid,Hercules CF,2,1,,,,,,,,,,,,,,
1981/82,1981-10-07,Real Zaragoza,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1981/82,1981-10-07,Sporting Gijon,Racing Santander,2,0,,,,,,,,,,,,,,
1981/82,1981-10-07,UD Las Palmas,Real Sociedad,0,0,,,,,,,,,,,,,,
1981/82,1981-10-10,Hercules CF,Real Betis,3,1,,,,,,,,,,,,,,
1981/82,1981-10-11,Atletico Madrid,UD Las Palmas,3,1,,,,,,,,,,,,,,
1981/82,1981-10-11,Espanyol Barcelona,CA Osasuna,0,1,,,,,,,,,,,,,,
1981/82,1981-10-11,Racing Santander,CD Castellon,4,1,,,,,,,,,,,,,,
1981/82,1981-10-11,Real Sociedad,Sporting Gijon,3,0,,,,,,,,,,,,,,
1981/82,1981-10-11,Real Valladolid,FC Barcelona,2,3,,,,,,,,,,,,,,
1981/82,1981-10-11,Real Zaragoza,Real Madrid,2,2,,,,,,,,,,,,,,
1981/82,1981-10-11,Sevilla FC,Cadiz CF,3,1,,,,,,,,,,,,,,
1981/82,1981-10-11,Valencia CF,Athletic Bilbao,4,0,,,,,,,,,,,,,,
1981/82,1981-10-17,FC Barcelona,Racing Santander,5,1,,,,,,,,,,,,,,
1981/82,1981-10-17,Real Madrid,Valencia CF,3,0,,,,,,,,,,,,,,
1981/82,1981-10-17,UD Las Palmas,Sevilla FC,3,1,,,,,,,,,,,,,,
1981/82,1981-10-18,Athletic Bilbao,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1981/82,1981-10-18,CA Osasuna,Real Valladolid,1,1,,,,,,,,,,,,,,
1981/82,1981-10-18,CD Castellon,Real Sociedad,1,3,,,,,,,,,,,,,,
1981/82,1981-10-18,Cadiz CF,Hercules CF,3,2,,,,,,,,,,,,,,
1981/82,1981-10-18,Real Betis,Real Zaragoza,2,0,,,,,,,,,,,,,,
1981/82,1981-10-18,Sporting Gijon,Atletico Madrid,3,2,,,,,,,,,,,,,,
1981/82,1981-10-24,Real Sociedad,FC Barcelona,1,1,,,,,,,,,,,,,,
1981/82,1981-10-25,Atletico Madrid,CD Castellon,3,0,,,,,,,,,,,,,,
1981/82,1981-10-25,CA Osasuna,Athletic Bilbao,0,2,,,,,,,,,,,,,,
1981/82,1981-10-25,Espanyol Barcelona,Real Madrid,1,0,,,,,,,,,,,,,,
1981/82,1981-10-25,Hercules CF,UD Las Palmas,3,0,,,,,,,,,,,,,,
1981/82,1981-10-25,Real Valladolid,Racing Santander,0,0,,,,,,,,,,,,,,
1981/82,1981-10-25,Real Zaragoza,Cadiz CF,2,1,,,,,,,,,,,,,,
1981/82,1981-10-25,Sevilla FC,Sporting Gijon,0,0,,,,,,,,,,,,,,
1981/82,1981-10-25,Valencia CF,Real Betis,2,1,,,,,,,,,,,,,,
1981/82,1981-10-31,FC Barcelona,Atletico Madrid,2,0,,,,,,,,,,,,,,
1981/82,1981-10-31,Real Madrid,CA Osasuna,1,0,,,,,,,,,,,,,,
1981/82,1981-10-31,UD Las Palmas,Real Zaragoza,2,4,,,,,,,,,,,,,,
1981/82,1981-11-01,Athletic Bilbao,Real Valladolid,4,0,,,,,,,,,,,,,,
1981/82,1981-11-01,CD Castellon,Sevilla FC,0,3,,,,,,,,,,,,,,
1981/82,1981-11-01,Cadiz CF,Valencia CF,0,0,,,,,,,,,,,,,,
1981/82,1981-11-01,Racing Santander,Real Sociedad,2,3,,,,,,,,,,,,,,
1981/82,1981-11-01,Real Betis,Espanyol Barcelona,2,0,,,,,,,,,,,,,,
1981/82,1981-11-01,Sporting Gijon,Hercules CF,1,1,,,,,,,,,,,,,,
1981/82,1981-11-07,Athletic Bilbao,Real Madrid,1,2,,,,,,,,,,,,,,
1981/82,1981-11-08,Atletico Madrid,Racing Santander,0,0,,,,,,,,,,,,,,
1981/82,1981-11-08,CA Osasuna,Real Betis,0,1,,,,,,,,,,,,,,
1981/82,1981-11-08,Espanyol Barcelona,Cadiz CF,1,0,,,,,,,,,,,,,,
1981/82,1981-11-08,Hercules CF,CD Castellon,2,2,,,,,,,,,,,,,,
1981/82,1981-11-08,Real Valladolid,Real Sociedad,2,1,,,,,,,,,,,,,,
1981/82,1981-11-08,Real Zaragoza,Sporting Gijon,1,1,,,,,,,,,,,,,,
1981/82,1981-11-08,Sevilla FC,FC Barcelona,2,1,,,,,,,,,,,,,,
1981/82,1981-11-08,Valencia CF,UD Las Palmas,3,2,,,,,,,,,,,,,,
1981/82,1981-11-11,CD Castellon,Real Zaragoza,2,1,,,,,,,,,,,,,,
1981/82,1981-11-11,Cadiz CF,CA Osasuna,1,0,,,,,,,,,,,,,,
1981/82,1981-11-11,FC Barcelona,Hercules CF,5,0,,,,,,,,,,,,,,
1981/82,1981-11-11,Racing Santander,Sevilla FC,3,0,,,,,,,,,,,,,,
1981/82,1981-11-11,Real Betis,Athletic Bilbao,2,1,,,,,,,,,,,,,,
1981/82,1981-11-11,Real Madrid,Real Valladolid,3,1,,,,,,,,,,,,,,
1981/82,1981-11-11,Real Sociedad,Atletico Madrid,1,0,,,,,,,,,,,,,,
1981/82,1981-11-11,Sporting Gijon,Valencia CF,1,0,,,,,,,,,,,,,,
1981/82,1981-11-11,UD Las Palmas,Espanyol Barcelona,2,0,,,,,,,,,,,,,,
1981/82,1981-11-14,Espanyol Barcelona,Sporting Gijon,5,1,,,,,,,,,,,,,,
1981/82,1981-11-15,Athletic Bilbao,Cadiz CF,3,0,,,,,,,,,,,,,,
1981/82,1981-11-15,CA Osasuna,UD Las Palmas,1,3,,,,,,,,,,,,,,
1981/82,1981-11-15,Hercules CF,Racing Santander,3,4,,,,,,,,,,,,,,
1981/82,1981-11-15,Real Madrid,Real Betis,4,1,,,,,,,,,,,,,,
1981/82,1981-11-15,Real Valladolid,Atletico Madrid,2,1,,,,,,,,,,,,,,
1981/82,1981-11-15,Real Zaragoza,FC Barcelona,2,2,,,,,,,,,,,,,,
1981/82,1981-11-15,Sevilla FC,Real Sociedad,2,2,,,,,,,,,,,,,,
1981/82,1981-11-15,Valencia CF,CD Castellon,1,0,,,,,,,,,,,,,,
1981/82,1981-11-21,UD Las Palmas,Athletic Bilbao,2,1,,,,,,,,,,,,,,
1981/82,1981-11-22,Atletico Madrid,Sevilla FC,1,2,,,,,,,,,,,,,,
1981/82,1981-11-22,CD Castellon,Espanyol Barcelona,1,4,,,,,,,,,,,,,,
1981/82,1981-11-22,Cadiz CF,Real Madrid,1,0,,,,,,,,,,,,,,
1981/82,1981-11-22,FC Barcelona,Valencia CF,5,1,,,,,,,,,,,,,,
1981/82,1981-11-22,Racing Santander,Real Zaragoza,0,1,,,,,,,,,,,,,,
1981/82,1981-11-22,Real Betis,Real Valladolid,4,0,,,,,,,,,,,,,,
1981/82,1981-11-22,Real Sociedad,Hercules CF,2,1,,,,,,,,,,,,,,
1981/82,1981-11-22,Sporting Gijon,CA Osasuna,2,0,,,,,,,,,,,,,,
1981/82,1981-11-28,Real Zaragoza,Real Sociedad,3,2,,,,,,,,,,,,,,
1981/82,1981-11-29,Athletic Bilbao,Sporting Gijon,2,1,,,,,,,,,,,,,,
1981/82,1981-11-29,CA Osasuna,CD Castellon,4,1,,,,,,,,,,,,,,
1981/82,1981-11-29,Espanyol Barcelona,FC Barcelona,0,4,,,,,,,,,,,,,,
1981/82,1981-11-29,Hercules CF,Atletico Madrid,0,1,,,,,,,,,,,,,,
1981/82,1981-11-29,Real Betis,Cadiz CF,2,0,,,,,,,,,,,,,,
1981/82,1981-11-29,Real Madrid,UD Las Palmas,2,1,,,,,,,,,,,,,,
1981/82,1981-11-29,Real Valladolid,Sevilla FC,2,1,,,,,,,,,,,,,,
1981/82,1981-11-29,Valencia CF,Racing Santander,3,0,,,,,,,,,,,,,,
1981/82,1981-12-05,UD Las Palmas,Real Betis,3,1,,,,,,,,,,,,,,
1981/82,1981-12-06,Atletico Madrid,Real Zaragoza,1,0,,,,,,,,,,,,,,
1981/82,1981-12-06,CD Castellon,Athletic Bilbao,1,2,,,,,,,,,,,,,,
1981/82,1981-12-06,Cadiz CF,Real Valladolid,0,0,,,,,,,,,,,,,,
1981/82,1981-12-06,FC Barcelona,CA Osasuna,2,0,,,,,,,,,,,,,,
1981/82,1981-12-06,Racing Santander,Espanyol Barcelona,2,1,,,,,,,,,,,,,,
1981/82,1981-12-06,Real Sociedad,Valencia CF,4,1,,,,,,,,,,,,,,
1981/82,1981-12-06,Sevilla FC,Hercules CF,0,1,,,,,,,,,,,,,,
1981/82,1981-12-06,Sporting Gijon,Real Madrid,0,1,,,,,,,,,,,,,,
1981/82,1981-12-12,Valencia CF,Atletico Madrid,1,0,,,,,,,,,,,,,,
1981/82,1981-12-13,Athletic Bilbao,FC Barcelona,1,1,,,,,,,,,,,,,,
1981/82,1981-12-13,CA Osasuna,Racing Santander,2,1,,,,,,,,,,,,,,
1981/82,1981-12-13,Cadiz CF,UD Las Palmas,0,2,,,,,,,,,,,,,,
1981/82,1981-12-13,Espanyol Barcelona,Real Sociedad,2,1,,,,,,,,,,,,,,
1981/82,1981-12-13,Real Betis,Sporting Gijon,2,0,,,,,,,,,,,,,,
1981/82,1981-12-13,Real Madrid,CD Castellon,4,0,,,,,,,,,,,,,,
1981/82,1981-12-13,Real Valladolid,Hercules CF,1,0,,,,,,,,,,,,,,
1981/82,1981-12-13,Real Zaragoza,Sevilla FC,1,4,,,,,,,,,,,,,,
1981/82,1981-12-19,CD Castellon,Real Betis,0,0,,,,,,,,,,,,,,
1981/82,1981-12-20,Atletico Madrid,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
1981/82,1981-12-20,FC Barcelona,Real Madrid,3,1,,,,,,,,,,,,,,
1981/82,1981-12-20,Hercules CF,Real Zaragoza,0,1,,,,,,,,,,,,,,
1981/82,1981-12-20,Racing Santander,Athletic Bilbao,1,3,,,,,,,,,,,,,,
1981/82,1981-12-20,Real Sociedad,CA Osasuna,1,0,,,,,,,,,,,,,,
1981/82,1981-12-20,Real Valladolid,UD Las Palmas,1,0,,,,,,,,,,,,,,
1981/82,1981-12-20,Sevilla FC,Valencia CF,2,0,,,,,,,,,,,,,,
1981/82,1981-12-20,Sporting Gijon,Cadiz CF,2,1,,,,,,,,,,,,,,
1981/82,1981-12-27,Athletic Bilbao,Real Sociedad,1,1,,,,,,,,,,,,,,
1981/82,1981-12-27,CA Osasuna,Atletico Madrid,0,1,,,,,,,,,,,,,,
1981/82,1981-12-27,Cadiz CF,CD Castellon,5,1,,,,,,,,,,,,,,
1981/82,1981-12-27,Espanyol Barcelona,Sevilla FC,2,0,,,,,,,,,,,,,,
1981/82,1981-12-27,Real Betis,FC Barcelona,2,0,,,,,,,,,,,,,,
1981/82,1981-12-27,Real Madrid,Racing Santander,4,0,,,,,,,,,,,,,,
1981/82,1981-12-27,Real Zaragoza,Real Valladolid,2,1,,,,,,,,,,,,,,
1981/82,1981-12-27,UD Las Palmas,Sporting Gijon,1,1,,,,,,,,,,,,,,
1981/82,1981-12-27,Valencia CF,Hercules CF,2,0,,,,,,,,,,,,,,
1981/82,1982-01-02,Real Madrid,Real Sociedad,1,1,,,,,,,,,,,,,,
1981/82,1982-01-03,Athletic Bilbao,Atletico Madrid,2,0,,,,,,,,,,,,,,
1981/82,1982-01-03,CA Osasuna,Sevilla FC,1,0,,,,,,,,,,,,,,
1981/82,1982-01-03,Cadiz CF,FC Barcelona,1,0,,,,,,,,,,,,,,
1981/82,1982-01-03,Espanyol Barcelona,Hercules CF,0,1,,,,,,,,,,,,,,
1981/82,1982-01-03,Real Betis,Racing Santander,1,1,,,,,,,,,,,,,,
1981/82,1982-01-03,Sporting Gijon,Real Valladolid,2,2,,,,,,,,,,,,,,
1981/82,1982-01-03,UD Las Palmas,CD Castellon,1,3,,,,,,,,,,,,,,
1981/82,1982-01-03,Valencia CF,Real Zaragoza,2,1,,,,,,,,,,,,,,
1981/82,1982-01-09,Sevilla FC,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1981/82,1982-01-10,Atletico Madrid,Real Madrid,2,3,,,,,,,,,,,,,,
1981/82,1982-01-10,CD Castellon,Sporting Gijon,0,2,,,,,,,,,,,,,,
1981/82,1982-01-10,FC Barcelona,UD Las Palmas,4,0,,,,,,,,,,,,,,
1981/82,1982-01-10,Hercules CF,CA Osasuna,1,2,,,,,,,,,,,,,,
1981/82,1982-01-10,Racing Santander,Cadiz CF,2,1,,,,,,,,,,,,,,
1981/82,1982-01-10,Real Sociedad,Real Betis,1,0,,,,,,,,,,,,,,
1981/82,1982-01-10,Real Valladolid,Valencia CF,1,1,,,,,,,,,,,,,,
1981/82,1982-01-10,Real Zaragoza,Espanyol Barcelona,2,2,,,,,,,,,,,,,,
1981/82,1982-01-16,Sporting Gijon,FC Barcelona,0,0,,,,,,,,,,,,,,
1981/82,1982-01-17,Athletic Bilbao,Hercules CF,3,1,,,,,,,,,,,,,,
1981/82,1982-01-17,CA Osasuna,Real Zaragoza,1,0,,,,,,,,,,,,,,
1981/82,1982-01-17,CD Castellon,Real Valladolid,1,1,,,,,,,,,,,,,,
1981/82,1982-01-17,Cadiz CF,Real Sociedad,2,1,,,,,,,,,,,,,,
1981/82,1982-01-17,Espanyol Barcelona,Valencia CF,3,2,,,,,,,,,,,,,,
1981/82,1982-01-17,Real Betis,Atletico Madrid,3,1,,,,,,,,,,,,,,
1981/82,1982-01-17,Real Madrid,Sevilla FC,2,1,,,,,,,,,,,,,,
1981/82,1982-01-17,UD Las Palmas,Racing Santander,1,1,,,,,,,,,,,,,,
1981/82,1982-01-24,Athletic Bilbao,Real Zaragoza,4,1,,,,,,,,,,,,,,
1981/82,1982-01-24,Atletico Madrid,Cadiz CF,1,0,,,,,,,,,,,,,,
1981/82,1982-01-24,FC Barcelona,CD Castellon,4,3,,,,,,,,,,,,,,
1981/82,1982-01-24,Hercules CF,Real Madrid,0,1,,,,,,,,,,,,,,
1981/82,1982-01-24,Racing Santander,Sporting Gijon,1,0,,,,,,,,,,,,,,
1981/82,1982-01-24,Real Sociedad,UD Las Palmas,2,0,,,,,,,,,,,,,,
1981/82,1982-01-24,Real Valladolid,Espanyol Barcelona,2,4,,,,,,,,,,,,,,
1981/82,1982-01-24,Sevilla FC,Real Betis,1,1,,,,,,,,,,,,,,
1981/82,1982-01-24,Valencia CF,CA Osasuna,4,1,,,,,,,,,,,,,,
1981/82,1982-01-30,UD Las Palmas,Atletico Madrid,1,2,,,,,,,,,,,,,,
1981/82,1982-01-31,Athletic Bilbao,Valencia CF,1,0,,,,,,,,,,,,,,
1981/82,1982-01-31,CA Osasuna,Espanyol Barcelona,3,0,,,,,,,,,,,,,,
1981/82,1982-01-31,CD Castellon,Racing Santander,0,0,,,,,,,,,,,,,,
1981/82,1982-01-31,Cadiz CF,Sevilla FC,2,0,,,,,,,,,,,,,,
1981/82,1982-01-31,FC Barcelona,Real Valladolid,3,1,,,,,,,,,,,,,,
1981/82,1982-01-31,Real Betis,Hercules CF,1,2,,,,,,,,,,,,,,
1981/82,1982-01-31,Real Madrid,Real Zaragoza,3,0,,,,,,,,,,,,,,
1981/82,1982-01-31,Sporting Gijon,Real Sociedad,2,3,,,,,,,,,,,,,,
1981/82,1982-02-07,Atletico Madrid,Sporting Gijon,1,1,,,,,,,,,,,,,,
1981/82,1982-02-07,Espanyol Barcelona,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1981/82,1982-02-07,Hercules CF,Cadiz CF,2,1,,,,,,,,,,,,,,
1981/82,1982-02-07,Racing Santander,FC Barcelona,0,1,,,,,,,,,,,,,,
1981/82,1982-02-07,Real Sociedad,CD Castellon,3,1,,,,,,,,,,,,,,
1981/82,1982-02-07,Real Valladolid,CA Osasuna,2,0,,,,,,,,,,,,,,
1981/82,1982-02-07,Real Zaragoza,Real Betis,3,3,,,,,,,,,,,,,,
1981/82,1982-02-07,Sevilla FC,UD Las Palmas,0,0,,,,,,,,,,,,,,
1981/82,1982-02-07,Valencia CF,Real Madrid,2,1,,,,,,,,,,,,,,
1981/82,1982-02-13,Athletic Bilbao,CA Osasuna,5,1,,,,,,,,,,,,,,
1981/82,1982-02-13,Real Betis,Valencia CF,2,3,,,,,,,,,,,,,,
1981/82,1982-02-14,CD Castellon,Atletico Madrid,3,0,,,,,,,,,,,,,,
1981/82,1982-02-14,Cadiz CF,Real Zaragoza,1,0,,,,,,,,,,,,,,
1981/82,1982-02-14,FC Barcelona,Real Sociedad,2,0,,,,,,,,,,,,,,
1981/82,1982-02-14,Racing Santander,Real Valladolid,3,0,,,,,,,,,,,,,,
1981/82,1982-02-14,Real Madrid,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1981/82,1982-02-14,Sporting Gijon,Sevilla FC,0,2,,,,,,,,,,,,,,
1981/82,1982-02-14,UD Las Palmas,Hercules CF,2,0,,,,,,,,,,,,,,
1981/82,1982-02-20,Real Valladolid,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1981/82,1982-02-21,Atletico Madrid,FC Barcelona,0,1,,,,,,,,,,,,,,
1981/82,1982-02-21,CA Osasuna,Real Madrid,3,2,,,,,,,,,,,,,,
1981/82,1982-02-21,Espanyol Barcelona,Real Betis,2,4,,,,,,,,,,,,,,
1981/82,1982-02-21,Hercules CF,Sporting Gijon,1,0,,,,,,,,,,,,,,
1981/82,1982-02-21,Real Sociedad,Racing Santander,1,1,,,,,,,,,,,,,,
1981/82,1982-02-21,Real Zaragoza,UD Las Palmas,1,0,,,,,,,,,,,,,,
1981/82,1982-02-21,Sevilla FC,CD Castellon,4,0,,,,,,,,,,,,,,
1981/82,1982-02-21,Valencia CF,Cadiz CF,1,0,,,,,,,,,,,,,,
1981/82,1982-02-27,Cadiz CF,Espanyol Barcelona,0,0,,,,,,,,,,,,,,
1981/82,1982-02-28,CD Castellon,Hercules CF,1,2,,,,,,,,,,,,,,
1981/82,1982-02-28,FC Barcelona,Sevilla FC,2,0,,,,,,,,,,,,,,
1981/82,1982-02-28,Racing Santander,Atletico Madrid,1,0,,,,,,,,,,,,,,
1981/82,1982-02-28,Real Betis,CA Osasuna,2,0,,,,,,,,,,,,,,
1981/82,1982-02-28,Real Madrid,Athletic Bilbao,1,1,,,,,,,,,,,,,,
1981/82,1982-02-28,Real Sociedad,Real Valladolid,4,0,,,,,,,,,,,,,,
1981/82,1982-02-28,Sporting Gijon,Real Zaragoza,1,2,,,,,,,,,,,,,,
1981/82,1982-02-28,UD Las Palmas,Valencia CF,3,0,,,,,,,,,,,,,,
1981/82,1982-03-07,Athletic Bilbao,Real Betis,5,1,,,,,,,,,,,,,,
1981/82,1982-03-07,Atletico Madrid,Real Sociedad,2,0,,,,,,,,,,,,,,
1981/82,1982-03-07,CA Osasuna,Cadiz CF,6,1,,,,,,,,,,,,,,
1981/82,1982-03-07,Espanyol Barcelona,UD Las Palmas,2,1,,,,,,,,,,,,,,
1981/82,1982-03-07,Hercules CF,FC Barcelona,2,2,,,,,,,,,,,,,,
1981/82,1982-03-07,Real Valladolid,Real Madrid,0,0,,,,,,,,,,,,,,
1981/82,1982-03-07,Real Zaragoza,CD Castellon,3,2,,,,,,,,,,,,,,
1981/82,1982-03-07,Sevilla FC,Racing Santander,4,0,,,,,,,,,,,,,,
1981/82,1982-03-07,Valencia CF,Sporting Gijon,1,0,,,,,,,,,,,,,,
1981/82,1982-03-13,CD Castellon,Valencia CF,1,4,,,,,,,,,,,,,,
1981/82,1982-03-13,FC Barcelona,Real Zaragoza,2,1,,,,,,,,,,,,,,
1981/82,1982-03-13,UD Las Palmas,CA Osasuna,0,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Atletico Madrid,Real Valladolid,2,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Cadiz CF,Athletic Bilbao,3,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Racing Santander,Hercules CF,2,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Real Betis,Real Madrid,0,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Real Sociedad,Sevilla FC,1,0,,,,,,,,,,,,,,
1981/82,1982-03-14,Sporting Gijon,Espanyol Barcelona,4,1,,,,,,,,,,,,,,
1981/82,1982-03-20,Athletic Bilbao,UD Las Palmas,3,1,,,,,,,,,,,,,,
1981/82,1982-03-21,CA Osasuna,Sporting Gijon,1,1,,,,,,,,,,,,,,
1981/82,1982-03-21,Espanyol Barcelona,CD Castellon,3,2,,,,,,,,,,,,,,
1981/82,1982-03-21,Hercules CF,Real Sociedad,2,0,,,,,,,,,,,,,,
1981/82,1982-03-21,Real Madrid,Cadiz CF,2,0,,,,,,,,,,,,,,
1981/82,1982-03-21,Real Valladolid,Real Betis,3,0,,,,,,,,,,,,,,
1981/82,1982-03-21,Real Zaragoza,Racing Santander,1,0,,,,,,,,,,,,,,
1981/82,1982-03-21,Sevilla FC,Atletico Madrid,1,0,,,,,,,,,,,,,,
1981/82,1982-03-21,Valencia CF,FC Barcelona,3,0,,,,,,,,,,,,,,
1981/82,1982-03-27,Racing Santander,Valencia CF,1,1,,,,,,,,,,,,,,
1981/82,1982-03-27,Real Sociedad,Real Zaragoza,3,0,,,,,,,,,,,,,,
1981/82,1982-03-28,Atletico Madrid,Hercules CF,1,0,,,,,,,,,,,,,,
1981/82,1982-03-28,CD Castellon,CA Osasuna,1,1,,,,,,,,,,,,,,
1981/82,1982-03-28,Cadiz CF,Real Betis,0,2,,,,,,,,,,,,,,
1981/82,1982-03-28,FC Barcelona,Espanyol Barcelona,1,3,,,,,,,,,,,,,,
1981/82,1982-03-28,Sevilla FC,Real Valladolid,4,2,,,,,,,,,,,,,,
